Date,OrderID,Customer,Region,Channel,Segment,Category,Product,Quantity,UnitPrice,Discount,Sales,Cost,Profit,MarketingSpend,CustomerSince
2025-12-31,ORD-103298,C-4974,APAC,Social,Enterprise,Accessories,Orbit Dock,7,208,0.05,1383.2,839.77,543.43,113.59,2024-08-14
2025-12-31,ORD-103299,C-4660,North America,Social,Enterprise,Home,Nest Sensor,8,64,0,512,274.22,237.78,49.07,2023-12-31
2025-12-31,ORD-103300,C-4291,North America,Organic,Consumer,Audio,Halo Headset,2,125,0.14,215,145.24,69.76,0,2024-05-10
2025-12-31,ORD-103301,C-4750,North America,Organic,Consumer,Home,Vista Hub,2,214,0.05,406.6,303.03,103.57,0,2023-02-04
2025-12-31,ORD-103302,C-4601,APAC,Social,Enterprise,Accessories,Orbit Dock,6,208,0,1248,719.8,528.2,115.08,2024-01-26
2025-12-31,ORD-103303,C-4989,North America,Affiliate,SMB,Accessories,Shield Case,2,204,0,408,275.78,132.22,35.32,2023-11-12
2025-12-31,ORD-103304,C-4784,North America,Email,Enterprise,Audio,Echo Buds,5,79,0,395,284.41,110.59,25.64,2024-10-27
2025-12-31,ORD-103305,C-4430,EMEA,Social,Enterprise,Audio,Halo Headset,5,125,0.05,593.75,363.11,230.64,47.9,2023-06-16
2025-12-31,ORD-103306,C-4731,North America,Email,Enterprise,Audio,Echo Buds,9,79,0.07,661.23,511.94,149.29,44.68,2024-05-04
2025-12-31,ORD-103307,C-4367,North America,Paid Search,Enterprise,Wearables,Pulse Band,2,105,0.1835036496350365,171.46,112.78,58.68,27.48,2023-06-15
2026-01-01,ORD-103308,C-4497,EMEA,Email,Consumer,Wearables,Aura Watch,1,329,0.12324817518248175,288.45,192.84,95.61,25.62,2025-04-07
2026-01-01,ORD-103309,C-4619,EMEA,Organic,Consumer,Home,Nest Sensor,3,64,0,192,102.83,89.17,0,2024-07-23
2026-01-01,ORD-103310,C-4850,APAC,Social,Enterprise,Home,Beacon Lamp,1,192,0,192,144.33,47.67,17.27,2023-03-07
2026-01-01,ORD-103311,C-4471,EMEA,Email,SMB,Wearables,Nimbus Ring,1,245,0.04,235.2,178.82,56.38,16.52,2023-01-19
2026-01-01,ORD-103312,C-4146,EMEA,Organic,Consumer,Home,Vista Hub,1,214,0.07,199.02,151.52,47.5,0,2023-01-31
2026-01-01,ORD-103313,C-4117,North America,Organic,Enterprise,Audio,Halo Headset,1,125,0.12,110,72.62,37.38,0,2024-05-18
2026-01-01,ORD-103314,C-4417,North America,Email,SMB,Home,Nest Sensor,2,64,0,128,68.56,59.44,10.46,2024-09-09
2026-01-01,ORD-103315,C-4406,North America,Affiliate,Consumer,Wearables,Nimbus Ring,1,245,0.03,237.65,178.82,58.83,14.74,2023-01-20
2026-01-02,ORD-103316,C-4773,EMEA,Organic,SMB,Home,Nest Sensor,2,64,0.13,111.36,68.56,42.8,0,2023-04-28
2026-01-02,ORD-103317,C-4817,EMEA,Paid Search,Consumer,Wearables,Aura Watch,1,329,0.15737226277372263,277.22,192.89,84.33,44.52,2025-02-08
2026-01-02,ORD-103318,C-4237,EMEA,Organic,Consumer,Accessories,Orbit Dock,2,208,0,416,239.93,176.07,0,2025-06-02
2026-01-02,ORD-103319,C-4372,EMEA,Organic,SMB,Home,Beacon Lamp,1,192,0,192,144.33,47.67,0,2025-09-19
2026-01-02,ORD-103320,C-4808,North America,Organic,SMB,Wearables,Aura Watch,3,329,0.24364963503649634,746.52,578.66,167.86,0,2024-10-09
2026-01-02,ORD-103321,C-4458,North America,Organic,SMB,Wearables,Aura Watch,1,329,0.14364963503649633,281.74,192.89,88.85,0,2025-06-08
2026-01-02,ORD-103322,C-4278,EMEA,Organic,Consumer,Audio,Halo Headset,1,125,0.08,115,72.62,42.38,0,2024-09-30
2026-01-02,ORD-103323,C-4612,EMEA,Affiliate,Enterprise,Home,Beacon Lamp,5,192,0.14,825.6,721.65,103.95,53.12,2023-07-19
2026-01-02,ORD-103324,C-4752,North America,Affiliate,Consumer,Audio,Halo Headset,3,125,0,375,217.87,157.13,32.81,2023-09-25
2026-01-02,ORD-103325,C-4909,APAC,Affiliate,Enterprise,Wearables,Pulse Band,5,105,0.14,451.5,281.95,169.55,46.84,2024-05-24
2026-01-02,ORD-103326,C-4430,North America,Social,Enterprise,Accessories,Shield Case,7,204,0.15,1213.8,965.23,248.57,117.48,2024-10-11
2026-01-03,ORD-103327,C-4220,North America,Paid Search,Consumer,Audio,Halo Headset,2,125,0.07383211678832116,231.54,145.24,86.3,37.22,2025-09-08
2026-01-03,ORD-103328,C-4146,EMEA,Organic,SMB,Home,Nest Sensor,1,64,0,64,34.28,29.72,0,2024-05-05
2026-01-03,ORD-103329,C-4537,APAC,Affiliate,Consumer,Accessories,Orbit Dock,1,208,0.06,195.52,119.97,75.55,12.31,2025-03-20
2026-01-03,ORD-103330,C-4603,EMEA,Organic,SMB,Home,Beacon Lamp,1,192,0,192,144.33,47.67,0,2023-08-13
2026-01-03,ORD-103331,C-4732,EMEA,Affiliate,Enterprise,Home,Nest Sensor,6,64,0,384,205.67,178.33,40.62,2023-04-06
2026-01-03,ORD-103332,C-4204,APAC,Email,SMB,Wearables,Nimbus Ring,2,245,0.01,485.1,357.64,127.46,51.05,2024-09-29
2026-01-03,ORD-103333,C-4958,North America,Affiliate,Consumer,Home,Vista Hub,3,214,0.09,584.22,454.55,129.67,62.24,2023-09-10
2026-01-03,ORD-103334,C-4143,APAC,Social,Enterprise,Home,Beacon Lamp,3,192,0.14,495.36,432.99,62.37,53.85,2024-08-09
2026-01-03,ORD-103335,C-4914,APAC,Paid Search,Consumer,Accessories,Flux Cable,3,93,0.03383211678832116,269.56,171.28,98.28,43.33,2024-02-16
2026-01-03,ORD-103336,C-4250,North America,Organic,Consumer,Audio,Halo Headset,1,125,0.03,121.25,72.62,48.63,0,2025-09-15
2026-01-04,ORD-103337,C-4598,North America,Paid Search,SMB,Wearables,Pulse Band,2,105,0.03394160583941606,202.87,112.78,90.09,32.64,2025-05-13
2026-01-04,ORD-103338,C-4137,APAC,Organic,Consumer,Home,Nest Sensor,1,64,0,64,34.28,29.72,0,2024-06-18
2026-01-04,ORD-103339,C-4183,North America,Organic,Enterprise,Accessories,Shield Case,1,204,0.04,195.84,137.89,57.95,0,2024-01-20
2026-01-04,ORD-103340,C-4772,North America,Email,SMB,Wearables,Pulse Band,1,105,0,105,56.39,48.61,7.4,2025-04-11
2026-01-04,ORD-103341,C-4346,APAC,Organic,SMB,Home,Beacon Lamp,1,192,0.01,190.08,144.33,45.75,0,2024-02-06
2026-01-04,ORD-103342,C-4406,North America,Paid Search,SMB,Wearables,Pulse Band,2,105,0.04394160583941606,200.77,112.78,87.99,32.31,2024-10-31
2026-01-04,ORD-103343,C-4661,North America,Social,Enterprise,Accessories,Orbit Dock,7,208,0.09,1324.96,839.77,485.19,96.12,2024-12-29
2026-01-04,ORD-103344,C-4202,North America,Paid Search,Enterprise,Home,Nest Sensor,4,64,0.03394160583941606,247.31,137.11,110.2,39.8,2025-07-18
2026-01-04,ORD-103345,C-4659,North America,Social,Enterprise,Wearables,Nimbus Ring,4,245,0.14,842.8,715.28,127.52,73.69,2023-03-25
2026-01-04,ORD-103346,C-4209,APAC,Paid Search,Consumer,Home,Nest Sensor,3,64,0.08394160583941607,175.88,102.83,73.05,28.3,2023-06-08
2026-01-04,ORD-103347,C-4536,North America,Organic,SMB,Home,Nest Sensor,2,64,0.02,125.44,68.56,56.88,0,2023-05-09
2026-01-04,ORD-103348,C-4323,North America,Social,Enterprise,Home,Beacon Lamp,7,192,0,1344,1010.32,333.68,119.71,2025-06-10
2026-01-04,ORD-103349,C-4476,APAC,Affiliate,SMB,Wearables,Nimbus Ring,1,245,0,245,178.82,66.18,19.31,2024-10-28
2026-01-05,ORD-103350,C-4392,EMEA,Organic,SMB,Home,Beacon Lamp,3,192,0,576,432.99,143.01,0,2024-04-12
2026-01-05,ORD-103351,C-4283,North America,,,Home,Beacon Lamp,5,192,0,960,721.65,238.35,86.68,2023-09-29
2026-01-05,ORD-103352,C-4711,North America,Organic,Enterprise,Accessories,Flux Cable,8,93,0.02,729.12,456.76,272.36,0,2023-07-27
2026-01-05,ORD-103353,C-4324,APAC,Email,SMB,Wearables,Pulse Band,3,105,0,315,169.17,145.83,32.67,2024-01-02
2026-01-05,ORD-103354,C-4902,North America,Paid Search,Consumer,Wearables,Nimbus Ring,1,245,0.14405109489051093,209.71,178.82,30.89,33.78,2025-08-29
2026-01-05,ORD-103355,C-4756,APAC,Email,SMB,Accessories,Shield Case,2,204,0,408,275.78,132.22,34.23,2025-06-30
2026-01-06,ORD-103356,C-4941,EMEA,Email,SMB,Home,Nest Sensor,1,64,0.13,55.68,34.28,21.4,4.45,2025-06-01
2026-01-06,ORD-103357,C-4973,APAC,Organic,SMB,Home,Beacon Lamp,2,192,0,384,288.66,95.34,0,2024-03-28
2026-01-06,ORD-103358,C-4385,EMEA,Paid Search,SMB,Audio,Halo Headset,2,125,0.034160583941605836,241.46,145.24,96.22,38.93,2025-06-14
2026-01-06,ORD-103359,C-4969,North America,Social,Enterprise,Wearables,Nimbus Ring,8,245,0.06,1842.4,1430.56,411.84,156.41,2025-01-27
2026-01-07,ORD-103360,C-4580,APAC,Email,Consumer,Home,Nest Sensor,1,64,0.01,63.36,34.28,29.08,4.58,2025-03-31
2026-01-07,ORD-103361,C-4945,APAC,Affiliate,Enterprise,Home,Nest Sensor,4,64,0,256,137.11,118.89,23.27,2024-12-01
2026-01-07,ORD-103362,C-4108,North America,Social,Consumer,Wearables,Aura Watch,3,329,0.16565693430656936,823.5,579.35,244.15,84.44,2023-12-31
2026-01-07,ORD-103363,C-4627,North America,Paid Search,Enterprise,Wearables,Aura Watch,1,329,0.1999270072992701,263.22,193.12,70.1,42.49,2023-12-12
2026-01-07,ORD-103364,C-4480,APAC,Email,SMB,Home,Vista Hub,2,214,0,428,303.03,124.97,37.83,2025-03-14
2026-01-07,ORD-103365,C-4931,EMEA,Organic,Enterprise,Home,Beacon Lamp,8,192,0,1536,1154.65,381.35,0,2025-03-17
2026-01-07,ORD-103366,C-4672,EMEA,Affiliate,Consumer,Accessories,Shield Case,2,204,0.14,350.88,275.78,75.1,29.77,2024-06-13
2026-01-08,ORD-103367,C-4424,APAC,Organic,Consumer,Wearables,Pulse Band,1,105,0,105,56.39,48.61,0,2024-02-08
2026-01-08,ORD-103368,C-4515,APAC,Organic,SMB,Home,Vista Hub,3,214,0,642,454.55,187.45,0,2023-02-27
2026-01-08,ORD-103369,C-4726,APAC,Affiliate,SMB,Wearables,Nimbus Ring,1,245,0.06,230.3,178.82,51.48,25.13,2023-04-08
2026-01-08,ORD-103370,C-4316,EMEA,Affiliate,Consumer,Audio,Echo Buds,2,79,0,158,113.76,44.24,12.32,2023-07-11
2026-01-08,ORD-103371,C-4164,APAC,Affiliate,Consumer,Audio,Echo Buds,1,79,0.01,78.21,56.88,21.33,6.74,2024-12-03
2026-01-08,ORD-103372,C-4790,North America,Social,Consumer,Wearables,Nimbus Ring,2,245,0.1,441,357.64,83.36,31.48,2023-06-18
2026-01-08,ORD-103373,C-4758,EMEA,Organic,SMB,Accessories,Flux Cable,2,93,0.02,182.28,114.19,68.09,0,2023-03-03
2026-01-09,ORD-103374,C-4486,EMEA,Affiliate,Enterprise,Wearables,Pulse Band,7,105,0.12,646.8,394.73,252.07,44.4,2023-04-08
2026-01-09,ORD-103375,C-4244,North America,Email,SMB,Audio,Echo Buds,1,79,0,79,56.88,22.12,4.82,2025-03-05
2026-01-09,ORD-103376,C-4672,EMEA,Paid Search,Enterprise,Home,Nest Sensor,8,64,0.03448905109489051,494.34,274.22,220.12,79.95,2024-08-22
2026-01-09,ORD-103377,C-4837,APAC,Social,Consumer,Audio,Echo Buds,2,79,0.04,151.68,113.76,37.92,10.85,2024-09-05
2026-01-09,ORD-103378,C-4511,North America,Organic,SMB,Wearables,Pulse Band,1,105,0,105,56.39,48.61,0,2024-11-15
2026-01-09,ORD-103379,C-4411,North America,Affiliate,Consumer,Accessories,Shield Case,2,204,0,408,275.78,132.22,44.48,2024-12-18
2026-01-09,ORD-103380,C-4352,APAC,Paid Search,SMB,Home,Beacon Lamp,2,192,0.1344890510948905,332.36,288.66,43.7,53.75,2025-09-18
2026-01-10,ORD-103381,C-4764,APAC,Organic,SMB,Accessories,Shield Case,2,204,0.1,367.2,275.78,91.42,0,2023-06-07
2026-01-10,ORD-103382,C-4860,APAC,Affiliate,Consumer,Audio,Halo Headset,1,125,0,125,72.62,52.38,8.87,2025-09-16
2026-01-10,ORD-103383,C-4188,EMEA,Email,Consumer,Accessories,Shield Case,3,204,0.14,526.32,413.67,112.65,54.15,2023-04-19
2026-01-10,ORD-103384,C-4199,APAC,Organic,Consumer,Accessories,Flux Cable,1,93,0,93,57.09,35.91,0,2024-02-06
2026-01-11,ORD-103385,C-4674,APAC,Social,Enterprise,Accessories,Orbit Dock,5,208,0.01,1029.6,599.83,429.77,105.21,2025-01-02
2026-01-11,ORD-103386,C-4127,EMEA,Social,Enterprise,Audio,Halo Headset,2,125,0,250,145.24,104.76,24.49,2024-08-04
2026-01-11,ORD-103387,C-4776,EMEA,Email,Consumer,Home,Vista Hub,2,214,0,428,303.03,124.97,35.15,2023-12-09
2026-01-11,ORD-103388,C-4204,APAC,Social,Consumer,Wearables,Pulse Band,3,105,0,315,169.17,145.83,23.62,2025-04-17
2026-01-11,ORD-103389,C-4396,EMEA,Affiliate,Consumer,Audio,Echo Buds,3,79,0.05,225.15,170.65,54.5,17.96,2024-02-14
2026-01-11,ORD-103390,C-4961,North America,Email,SMB,Audio,Halo Headset,1,125,0.08,115,72.62,42.38,11.1,2024-01-03
2026-01-11,ORD-103391,C-4172,APAC,Organic,Consumer,Home,Nest Sensor,3,64,0.03,186.24,102.83,83.41,0,2025-04-25
2026-01-11,ORD-103392,C-4176,North America,Paid Search,Consumer,Home,Vista Hub,2,214,0.03470802919708029,413.14,303.03,110.11,66.95,2023-09-18
2026-01-11,ORD-103393,C-4230,North America,Email,SMB,Wearables,Nimbus Ring,2,245,0,490,357.64,132.36,48.32,2023-12-13
2026-01-12,ORD-103394,C-4515,EMEA,Email,Enterprise,Wearables,Pulse Band,2,105,0.02,205.8,112.78,93.02,21.38,2024-09-07
2026-01-12,ORD-103395,C-4367,North America,Email,SMB,Audio,Halo Headset,2,125,0,250,145.24,104.76,26.14,2023-11-11
2026-01-12,ORD-103396,C-4849,EMEA,Paid Search,Consumer,Home,Beacon Lamp,1,192,0.03481751824817518,185.32,144.33,40.99,30.06,2024-03-21
2026-01-12,ORD-103397,C-4724,EMEA,Email,Consumer,Accessories,Orbit Dock,3,208,0,624,359.9,264.1,57,2025-07-27
2026-01-12,ORD-103398,C-4946,North America,Email,Enterprise,Wearables,Aura Watch,6,329,0.15766423357664233,1662.77,1160.05,502.72,118.48,2024-02-10
2026-01-12,ORD-103399,C-4786,North America,Organic,Enterprise,Accessories,Flux Cable,6,93,0,558,342.57,215.43,0,2025-01-14
2026-01-12,ORD-103400,C-4329,North America,Social,Enterprise,Accessories,Flux Cable,8,93,0.13,647.28,456.76,190.52,59.07,2025-01-19
2026-01-12,ORD-103401,C-4197,EMEA,Affiliate,Consumer,Home,Nest Sensor,3,64,0,192,102.83,89.17,15.07,2025-09-07
2026-01-12,ORD-103402,C-4259,North America,Email,SMB,Audio,Echo Buds,2,79,0,158,113.76,44.24,10.08,2024-10-29
2026-01-12,ORD-103403,C-4287,APAC,Organic,SMB,Wearables,Nimbus Ring,1,245,0.04,235.2,178.82,56.38,0,2023-06-22
2026-01-12,ORD-103404,C-4657,APAC,Organic,SMB,Wearables,Nimbus Ring,3,245,0,735,536.46,198.54,0,2024-11-28
2026-01-13,ORD-103405,C-4757,APAC,Organic,Consumer,Wearables,Pulse Band,2,105,0,210,112.78,97.22,0,2025-03-21
2026-01-13,ORD-103406,C-4388,North America,Social,Enterprise,Accessories,Flux Cable,7,93,0,651,399.66,251.34,62.42,2023-06-24
2026-01-13,ORD-103407,C-4548,APAC,Social,SMB,Accessories,Orbit Dock,3,208,0,624,359.9,264.1,45.41,2025-04-21
2026-01-13,ORD-103408,C-4817,APAC,Organic,SMB,Wearables,Aura Watch,2,329,0.12806569343065694,573.73,386.78,186.95,0,2024-11-12
2026-01-13,ORD-103409,C-4497,APAC,Social,Enterprise,Home,Beacon Lamp,9,192,0,1728,1298.98,429.02,145.05,2024-10-07
2026-01-13,ORD-103410,C-4537,APAC,Email,Consumer,Audio,Echo Buds,2,79,0.12,139.04,113.76,25.28,14.93,2023-06-02
2026-01-13,ORD-103411,C-4445,North America,Affiliate,Enterprise,Home,Beacon Lamp,9,192,0.06,1624.32,1298.98,325.34,128.26,2024-08-29
2026-01-13,ORD-103412,C-4198,APAC,Email,Enterprise,Home,Vista Hub,2,214,0,428,303.03,124.97,45.18,2023-05-01
2026-01-13,ORD-103413,C-4738,North America,Organic,SMB,Home,Nest Sensor,1,64,0,64,34.28,29.72,0,2024-01-07
2026-01-13,ORD-103414,C-4844,APAC,Organic,Enterprise,Wearables,Nimbus Ring,9,245,0,2205,1609.39,595.61,0,2023-02-01
2026-01-13,ORD-103415,C-4122,APAC,Email,Enterprise,Home,Beacon Lamp,9,192,0,1728,1298.98,429.02,125.92,2023-10-06
2026-01-13,ORD-103416,C-4662,North America,Social,Enterprise,Audio,Halo Headset,4,125,0,500,290.49,209.51,40.68,2024-04-01
2026-01-14,ORD-103417,C-4959,APAC,Social,SMB,Audio,Halo Headset,3,125,0,375,217.87,157.13,27.66,2023-08-01
2026-01-14,ORD-103418,C-4406,North America,Organic,SMB,Accessories,Orbit Dock,3,208,0.02,611.52,359.9,251.62,0,2024-05-27
2026-01-14,ORD-103419,C-4210,EMEA,Affiliate,SMB,Home,Vista Hub,3,214,0.08,590.64,454.55,136.09,37.16,2023-03-16
2026-01-14,ORD-103420,C-4353,APAC,Email,Enterprise,Wearables,Aura Watch,3,329,0.19846715328467154,791.11,580.31,210.8,70.07,2023-05-14
2026-01-14,ORD-103421,C-4703,EMEA,Paid Search,Enterprise,Home,Nest Sensor,6,64,0.03503649635036496,370.55,205.67,164.88,60.23,2025-08-03
2026-01-14,ORD-103422,C-4274,North America,Email,Enterprise,Wearables,Aura Watch,8,329,0.22846715328467154,2030.67,1547.47,483.2,184.64,2023-06-13
2026-01-14,ORD-103423,C-4429,North America,Email,SMB,Wearables,Pulse Band,1,105,0,105,56.39,48.61,9.59,2025-04-18
2026-01-14,ORD-103424,C-4456,North America,Email,SMB,Wearables,Nimbus Ring,2,245,0,490,357.64,132.36,52.97,2023-11-11
2026-01-15,ORD-103425,C-4126,APAC,Email,Consumer,Wearables,Aura Watch,2,329,0.21886861313868614,513.98,386.96,127.02,41.71,2023-09-24
2026-01-15,ORD-103426,C-4899,APAC,Affiliate,Enterprise,Audio,Echo Buds,5,79,0,395,284.41,110.59,25.58,2025-02-11
2026-01-15,ORD-103427,C-4737,APAC,Social,SMB,Home,Beacon Lamp,1,192,0,192,144.33,47.67,20.44,2025-02-10
2026-01-15,ORD-103428,C-4946,EMEA,Social,Consumer,Accessories,Shield Case,3,204,0,612,413.67,198.33,64.02,2023-08-09
2026-01-15,ORD-103429,C-4677,North America,Social,Consumer,Accessories,Flux Cable,1,93,0,93,57.09,35.91,9.78,2023-07-09
2026-01-15,ORD-103430,C-4884,EMEA,Social,Consumer,Wearables,Aura Watch,2,329,0.24886861313868613,494.24,386.96,107.28,45.34,2023-11-17
2026-01-15,ORD-103431,C-4708,North America,Paid Search,Enterprise,Audio,Echo Buds,3,79,0.035145985401459856,228.67,170.65,58.02,37.21,2023-09-12
2026-01-15,ORD-103432,C-4686,EMEA,Affiliate,Consumer,Accessories,Shield Case,3,204,0.15,520.2,413.67,106.53,39.84,2023-09-29
2026-01-15,ORD-103433,C-4866,EMEA,Organic,Consumer,Accessories,Shield Case,2,204,0.03,395.76,275.78,119.98,0,2024-03-20
2026-01-15,ORD-103434,C-4235,EMEA,Organic,Consumer,Wearables,Aura Watch,1,329,0.12886861313868614,286.6,193.48,93.12,0,2024-03-03
2026-01-15,ORD-103435,C-4345,North America,Affiliate,SMB,Accessories,Shield Case,3,204,0,612,413.67,198.33,57.74,2023-02-08
2026-01-15,ORD-103436,C-4259,North America,Paid Search,SMB,Wearables,Nimbus Ring,1,245,0.035145985401459856,236.39,178.82,57.57,38.47,2025-09-05
2026-01-15,ORD-103437,C-4193,North America,Email,Consumer,Accessories,Shield Case,3,204,0,612,413.67,198.33,54.11,2023-07-26
2026-01-15,ORD-103438,C-4113,EMEA,Affiliate,Enterprise,Wearables,Aura Watch,7,329,0.12886861313868614,2006.22,1354.36,651.86,149.83,2025-01-19
2026-01-15,ORD-103439,C-4665,EMEA,Email,Enterprise,Home,Vista Hub,3,214,0,642,454.55,187.45,44.71,2024-10-11
2026-01-16,ORD-103440,C-4824,EMEA,Organic,SMB,Wearables,Nimbus Ring,1,245,0.12,215.6,178.82,36.78,0,2025-01-19
2026-01-16,ORD-103441,C-4354,EMEA,Organic,Enterprise,Accessories,Flux Cable,3,93,0.06,262.26,171.28,90.98,0,2024-01-28
2026-01-16,ORD-103442,C-4347,EMEA,Affiliate,Consumer,Accessories,Orbit Dock,3,208,0,624,359.9,264.1,48.61,2023-05-13
2026-01-16,ORD-103443,C-4469,North America,Affiliate,SMB,Wearables,Aura Watch,3,329,0.2592700729927008,731.1,580.58,150.52,75.17,2024-02-17
2026-01-16,ORD-103444,C-4976,EMEA,Email,Enterprise,Home,Vista Hub,7,214,0,1498,1060.62,437.38,150.88,2024-02-29
2026-01-16,ORD-103445,C-4968,APAC,Affiliate,SMB,Wearables,Pulse Band,2,105,0,210,112.78,97.22,20.99,2025-05-22
2026-01-16,ORD-103446,C-4489,EMEA,Paid Search,Enterprise,Audio,Echo Buds,3,79,0.12525547445255475,207.31,170.65,36.66,33.77,2025-02-01
2026-01-16,ORD-103447,C-4717,EMEA,Paid Search,Enterprise,Wearables,Aura Watch,6,329,0.1745255474452555,1629.49,1161.15,468.34,265.42,2023-08-30
2026-01-16,ORD-103448,C-4374,APAC,Affiliate,Consumer,Wearables,Nimbus Ring,2,245,0.11,436.1,357.64,78.46,31.9,2024-09-16
2026-01-16,ORD-103449,C-4611,EMEA,Organic,Enterprise,Home,Nest Sensor,5,64,0.06,300.8,171.39,129.41,0,2023-09-07
2026-01-16,ORD-103450,C-4482,EMEA,Affiliate,Enterprise,Accessories,Orbit Dock,1,208,0.1,187.2,119.97,67.23,20.11,2024-11-26
2026-01-16,ORD-103451,C-4110,APAC,Paid Search,Enterprise,Accessories,Orbit Dock,7,208,0.035255474452554746,1404.67,839.77,564.9,228.8,2023-07-23
2026-01-17,ORD-103452,C-4446,EMEA,Organic,Enterprise,Home,Beacon Lamp,5,192,0,960,721.65,238.35,0,2024-12-03
2026-01-17,ORD-103453,C-4923,EMEA,Organic,Enterprise,Wearables,Pulse Band,3,105,0,315,169.17,145.83,0,2023-06-01
2026-01-17,ORD-103454,C-4195,EMEA,Organic,Enterprise,Wearables,Nimbus Ring,7,245,0.15,1457.75,1251.74,206.01,0,2024-10-17
2026-01-17,ORD-103455,C-4666,North America,Social,Consumer,Accessories,Flux Cable,3,93,0.05,265.05,171.28,93.77,19.41,2025-07-16
2026-01-17,ORD-103456,C-4831,North America,Affiliate,Consumer,Accessories,Shield Case,1,204,0.12,179.52,137.89,41.63,15.86,2023-07-05
2026-01-17,ORD-103457,C-4522,APAC,Organic,SMB,Wearables,Aura Watch,1,329,0.12967153284671531,286.34,193.58,92.76,0,2024-10-20
2026-01-17,ORD-103458,C-4476,EMEA,Affiliate,Enterprise,Wearables,Pulse Band,5,105,0.07,488.25,281.95,206.3,51.38,2023-07-21
2026-01-17,ORD-103459,C-4706,North America,Social,SMB,Audio,Halo Headset,2,125,0,250,145.24,104.76,23.14,2025-09-16
2026-01-17,ORD-103460,C-4726,APAC,Organic,SMB,Accessories,Shield Case,2,204,0,408,275.78,132.22,0,2024-11-14
2026-01-18,ORD-103461,C-4128,EMEA,Email,Consumer,Audio,Echo Buds,3,79,0.13,206.19,170.65,35.54,12.58,2025-03-13
2026-01-18,ORD-103462,C-4670,North America,Email,SMB,Home,Nest Sensor,1,64,0.15,54.4,34.28,20.12,5.92,2025-06-13
2026-01-18,ORD-103463,C-4758,APAC,Social,Consumer,Home,Nest Sensor,1,64,0,64,34.28,29.72,6.61,2023-02-22
2026-01-18,ORD-103464,C-4557,APAC,Paid Search,Enterprise,Home,Vista Hub,8,214,0.035474452554744525,1651.27,1212.14,439.13,269.51,2025-03-07
2026-01-18,ORD-103465,C-4175,EMEA,Organic,Enterprise,Accessories,Orbit Dock,9,208,0,1872,1079.7,792.3,0,2023-04-26
2026-01-18,ORD-103466,C-4480,North America,Paid Search,Enterprise,Home,Nest Sensor,8,64,0.035474452554744525,493.84,274.22,219.62,80.6,2025-05-03
2026-01-18,ORD-103467,C-4216,EMEA,Paid Search,Consumer,Wearables,Nimbus Ring,1,245,0.1554744525547445,206.91,178.82,28.09,33.77,2023-06-08
2026-01-18,ORD-103468,C-4988,APAC,Social,Consumer,Accessories,Orbit Dock,3,208,0,624,359.9,264.1,61.98,2025-07-19
2026-01-18,ORD-103469,C-4403,North America,Email,SMB,Audio,Echo Buds,2,79,0,158,113.76,44.24,9.92,2023-11-25
2026-01-18,ORD-103470,C-4337,North America,Social,Enterprise,Wearables,Nimbus Ring,9,245,0.09,2006.55,1609.39,397.16,200.35,2025-04-25
2026-01-18,ORD-103471,C-4137,North America,Email,Consumer,Accessories,Shield Case,3,204,0,612,413.67,198.33,38.31,2025-08-18
2026-01-18,ORD-103472,C-4940,EMEA,Affiliate,Enterprise,Wearables,Nimbus Ring,9,245,0,2205,1609.39,595.61,153.52,2024-06-19
2026-01-18,ORD-103473,C-4632,EMEA,,SMB,Home,Nest Sensor,2,64,0.14547445255474453,109.38,68.56,40.82,17.85,2024-07-05
2026-01-18,ORD-103474,C-4344,North America,Paid Search,Consumer,Home,Vista Hub,3,214,0.035474452554744525,619.23,454.55,164.68,101.07,2024-02-15
2026-01-19,ORD-103475,C-4210,EMEA,Organic,Enterprise,Home,Nest Sensor,6,64,0.01,380.16,205.67,174.49,0,2024-02-17
2026-01-19,ORD-103476,C-4886,APAC,Social,Consumer,Wearables,Pulse Band,3,105,0,315,169.17,145.83,26.8,2025-04-30
2026-01-19,ORD-103477,C-4130,North America,Email,Enterprise,Accessories,Shield Case,4,204,0.15,693.6,551.56,142.04,69.98,2024-10-13
2026-01-19,ORD-103478,C-4452,North America,Social,Consumer,Accessories,Flux Cable,1,93,0.06,87.42,57.09,30.33,6.68,2023-09-07
2026-01-19,ORD-103479,C-4810,APAC,Social,Consumer,Audio,Echo Buds,3,79,0.09,215.67,170.65,45.02,21.23,2025-05-27
2026-01-19,ORD-103480,C-4852,EMEA,Paid Search,Consumer,Wearables,Aura Watch,3,329,0.22605839416058393,763.88,580.99,182.89,124.8,2025-04-25
2026-01-19,ORD-103481,C-4519,EMEA,Organic,SMB,Accessories,Orbit Dock,1,208,0.05,197.6,119.97,77.63,0,2024-11-10
2026-01-20,ORD-103482,C-4771,EMEA,Organic,SMB,Accessories,Flux Cable,2,93,0,186,114.19,71.81,0,2023-02-27
2026-01-20,ORD-103483,C-4980,EMEA,Paid Search,Consumer,Home,Vista Hub,1,214,0.035693430656934304,206.36,151.52,54.84,33.75,2025-04-19
2026-01-20,ORD-103484,C-4143,APAC,Email,Consumer,Audio,Halo Headset,1,125,0.14,107.5,72.62,34.88,11.37,2024-03-10
2026-01-20,ORD-103485,C-4186,EMEA,Email,Consumer,Wearables,Pulse Band,1,105,0.02,102.9,56.39,46.51,8.11,2023-04-19
